[B-767-300][VP-BLG][20.01.20]
Дата полета (день) [День][][0]
Дата полета (месяц) [Месяц][][0]
Масса самолета [Масса][фунт][3]
Приборная скорость (CAS) [Vпр][уз][1]
Скорость путевая 1 (КВС) [Vпут.1][уз][1]
Расход топлива лев. двигателя [FF.1][фунт/ч][0]
Расход топлива прав. двигателя [FF.2][фунт/ч][0]
Нет обжатия шасси [AIR]
Разбег #1 [Празб.1]
Разбег #2 [Празб.2]
Признак полета #1 [Пполет1]
Обороты N2 прав.двигателя более 20% [N1.2>20]
Левый двигатель запущен, запускается [Праб.л]
Правый двигатель запущен, запускается [Праб.п]
Выруливание [Пвырул]
Руление на старт [Пстарт]
Отрыв от ВПП [Потрыв]
Взлет [Пвзлет]
Выруливание [S003]
Пробег [S011]
Выключение левого двигателя на земле [S012]
Выключение правого двигателя на земле [S013]

T         	День	Месяц	      Масса	   Vпр	Vпут.1	   FF.1	   FF.2	AIR	Празб.1	Празб.2	Пполет1	N1.2>20	Праб.л	Праб.п	Пвырул	Пстарт	Потрыв	Пвзлет	S003	S011	S012	S013
72500     	20.0	  1.0	341116.5223	277.00	470.00	 5536.0	 5600.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72501     	20.0	  1.0	341116.5223	277.00	470.00	 5536.0	 5600.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72502     	20.0	  1.0	341116.5223	277.00	470.00	 5536.0	 5600.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72503     	20.0	  1.0	341116.5223	277.00	470.00	 5536.0	 5614.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72504     	20.0	  1.0	341116.5223	276.75	470.00	 5536.0	 5617.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72505     	20.0	  1.0	341116.5223	276.50	470.00	 5566.5	 5614.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72506     	20.0	  1.0	341116.5223	276.50	470.00	 5568.0	 5632.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72507     	20.0	  1.0	341116.5223	276.75	470.00	 5537.5	 5632.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72508     	20.0	  1.0	341116.5223	277.00	470.00	 5536.0	 5632.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72509     	20.0	  1.0	341116.5223	277.00	470.00	 5566.5	 5646.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72510     	20.0	  1.0	341116.5223	276.75	470.00	 5598.5	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72511     	20.0	  1.0	341116.5223	276.75	470.00	 5600.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72512     	20.0	  1.0	341116.5223	277.00	470.00	 5600.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72513     	20.0	  1.0	341116.5223	277.00	470.00	 5630.5	 5678.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72514     	20.0	  1.0	341116.5223	277.00	470.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72515     	20.0	  1.0	341116.5223	277.00	470.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72516     	20.0	  1.0	341116.5223	277.00	470.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72517     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72518     	20.0	  1.0	341116.5223	276.50	470.00	 5601.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72519     	20.0	  1.0	341116.5223	276.50	470.00	 5600.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72520     	20.0	  1.0	341116.5223	276.50	470.00	 5600.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72521     	20.0	  1.0	341116.5223	276.75	470.00	 5630.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72522     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72523     	20.0	  1.0	341116.5223	276.50	470.00	 5601.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72524     	20.0	  1.0	341116.5223	276.75	470.00	 5600.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72525     	20.0	  1.0	341116.5223	276.75	470.00	 5630.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72526     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5681.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72527     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72528     	20.0	  1.0	341116.5223	276.50	470.00	 5632.0	 5678.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72529     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5710.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72530     	20.0	  1.0	341116.5223	276.75	470.00	 5632.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72531     	20.0	  1.0	341116.5223	276.50	470.00	 5662.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72532     	20.0	  1.0	341116.5223	276.50	470.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72533     	20.0	  1.0	341116.5223	276.50	470.00	 5664.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72534     	20.0	  1.0	341116.5223	276.75	470.00	 5694.5	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72535     	20.0	  1.0	341116.5223	276.75	470.00	 5696.0	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72536     	20.0	  1.0	341116.5223	276.75	470.00	 5696.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72537     	20.0	  1.0	341116.5223	276.75	470.14	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72538     	20.0	  1.0	341116.5223	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72539     	20.0	  1.0	341116.5223	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72540     	20.0	  1.0	341111.0536	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72541     	20.0	  1.0	341101.0537	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72542     	20.0	  1.0	341091.0538	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72543     	20.0	  1.0	341081.0539	277.25	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72544     	20.0	  1.0	341071.0540	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72545     	20.0	  1.0	341061.0541	276.50	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72546     	20.0	  1.0	341051.0542	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72547     	20.0	  1.0	341041.0543	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72548     	20.0	  1.0	341031.0544	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72549     	20.0	  1.0	341021.0545	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72550     	20.0	  1.0	341011.0546	276.75	471.00	 5696.0	 5774.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72551     	20.0	  1.0	341001.0547	276.75	471.00	 5696.0	 5792.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72552     	20.0	  1.0	340991.0548	277.00	471.00	 5696.0	 5792.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72553     	20.0	  1.0	340981.0549	277.00	471.00	 5696.0	 5792.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72554     	20.0	  1.0	340971.0550	276.75	471.00	 5696.0	 5777.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72555     	20.0	  1.0	340961.0551	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72556     	20.0	  1.0	340951.0552	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72557     	20.0	  1.0	340941.0553	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72558     	20.0	  1.0	340931.0554	276.75	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72559     	20.0	  1.0	340921.0555	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72560     	20.0	  1.0	340911.0556	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72561     	20.0	  1.0	340901.0557	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72562     	20.0	  1.0	340891.0558	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72563     	20.0	  1.0	340881.0559	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72564     	20.0	  1.0	340871.0560	277.00	471.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72565     	20.0	  1.0	340861.0561	277.00	471.00	 5696.0	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72566     	20.0	  1.0	340851.0563	276.75	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72567     	20.0	  1.0	340841.0564	277.00	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72568     	20.0	  1.0	340831.0565	277.25	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72569     	20.0	  1.0	340821.0566	277.00	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72570     	20.0	  1.0	340811.0567	277.00	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72571     	20.0	  1.0	340801.0568	277.25	471.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72572     	20.0	  1.0	340791.0569	277.25	471.14	 5696.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72573     	20.0	  1.0	340781.0570	277.00	472.00	 5696.0	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72574     	20.0	  1.0	340771.0571	277.25	472.00	 5696.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72575     	20.0	  1.0	340761.0572	277.25	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72576     	20.0	  1.0	340751.0573	277.00	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72577     	20.0	  1.0	340741.0574	277.25	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72578     	20.0	  1.0	340731.0575	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72579     	20.0	  1.0	340721.0576	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72580     	20.0	  1.0	340711.0577	277.75	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72581     	20.0	  1.0	340701.0578	277.75	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72582     	20.0	  1.0	340691.0579	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72583     	20.0	  1.0	340681.0580	277.75	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72584     	20.0	  1.0	340671.0581	277.75	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72585     	20.0	  1.0	340661.0582	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72586     	20.0	  1.0	340651.0583	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72587     	20.0	  1.0	340641.0584	277.50	472.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72588     	20.0	  1.0	340631.0585	277.50	472.00	 5696.0	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72589     	20.0	  1.0	340621.0586	277.50	472.00	 5665.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72590     	20.0	  1.0	340611.0587	277.50	472.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72591     	20.0	  1.0	340601.0588	277.50	472.00	 5664.0	 5713.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72592     	20.0	  1.0	340591.0589	277.50	472.00	 5664.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72593     	20.0	  1.0	340581.0590	277.50	472.00	 5633.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72594     	20.0	  1.0	340571.0591	277.50	472.14	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72595     	20.0	  1.0	340561.0592	277.75	473.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72596     	20.0	  1.0	340551.0593	277.75	473.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72597     	20.0	  1.0	340541.0594	277.75	473.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72598     	20.0	  1.0	340531.0595	278.00	473.00	 5632.0	 5710.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72599     	20.0	  1.0	340521.0596	277.75	473.00	 5632.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72600     	20.0	  1.0	340511.0597	277.75	473.00	 5632.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72601     	20.0	  1.0	340501.0598	278.00	473.00	 5632.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72602     	20.0	  1.0	340491.0599	278.00	473.00	 5632.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72603     	20.0	  1.0	340481.0600	278.00	473.00	 5662.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72604     	20.0	  1.0	340476.5288	278.00	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72605     	20.0	  1.0	340476.5288	278.00	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72606     	20.0	  1.0	340476.5288	278.00	473.00	 5664.0	 5713.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72607     	20.0	  1.0	340476.5288	278.25	473.00	 5664.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72608     	20.0	  1.0	340476.5288	278.50	473.00	 5664.0	 5710.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72609     	20.0	  1.0	340476.5288	278.50	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72610     	20.0	  1.0	340476.5288	278.50	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72611     	20.0	  1.0	340476.5288	278.50	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72612     	20.0	  1.0	340476.5288	278.50	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72613     	20.0	  1.0	340476.5288	278.75	473.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72614     	20.0	  1.0	340476.5288	279.00	473.14	 5694.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72615     	20.0	  1.0	340476.5288	279.00	474.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72616     	20.0	  1.0	340476.5288	279.00	474.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72617     	20.0	  1.0	340476.5288	279.00	474.00	 5696.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72618     	20.0	  1.0	340476.5288	279.00	474.00	 5665.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72619     	20.0	  1.0	340476.5288	279.00	474.00	 5664.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72620     	20.0	  1.0	340476.5288	279.00	474.00	 5694.5	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72621     	20.0	  1.0	340476.5288	279.00	474.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72622     	20.0	  1.0	340476.5288	279.00	474.00	 5665.5	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72623     	20.0	  1.0	340476.5288	278.75	474.00	 5694.5	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72624     	20.0	  1.0	340476.5288	278.75	474.00	 5696.0	 5742.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72625     	20.0	  1.0	340476.5288	279.00	474.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72626     	20.0	  1.0	340476.5288	279.25	474.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72627     	20.0	  1.0	340476.5288	279.50	474.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72628     	20.0	  1.0	340476.5288	279.50	474.00	 5696.0	 5760.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72629     	20.0	  1.0	340476.5288	279.50	474.00	 5665.5	 5745.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72630     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72631     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72632     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72633     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72634     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72635     	20.0	  1.0	340476.5288	279.50	474.00	 5664.0	 5728.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72636     	20.0	  1.0	340476.5288	279.50	474.14	 5664.0	 5713.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72637     	20.0	  1.0	340476.5288	279.50	475.00	 5664.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72638     	20.0	  1.0	340476.5288	279.50	475.00	 5664.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72639     	20.0	  1.0	340476.5288	279.50	475.00	 5664.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72640     	20.0	  1.0	340476.5288	279.50	475.00	 5633.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72641     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72642     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72643     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72644     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72645     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72646     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72647     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72648     	20.0	  1.0	340476.5288	279.75	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72649     	20.0	  1.0	340476.5288	279.75	475.00	 5601.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72650     	20.0	  1.0	340476.5288	279.50	475.00	 5630.5	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72651     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72652     	20.0	  1.0	340476.5288	279.75	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72653     	20.0	  1.0	340476.5288	280.00	475.00	 5632.0	 5696.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72654     	20.0	  1.0	340476.5288	279.75	475.00	 5632.0	 5681.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72655     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72656     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72657     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5678.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72658     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5681.5	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
72659     	20.0	  1.0	340476.5288	279.50	475.00	 5632.0	 5664.0	  1	      1	      0	      1	      1	     1	     1	     0	     0	     0	     0	   0	   0	   0	   0
