[B-767-300][VP-BLG][20.01.20]
Дата полета (день) [День][][0]
Дата полета (месяц) [Месяц][][0]
Масса самолета [Масса][фунт][3]
Приборная скорость (CAS) [Vпр][уз][1]
Скорость путевая 1 (КВС) [Vпут.1][уз][1]
Расход топлива лев. двигателя [FF.1][фунт/ч][0]
Расход топлива прав. двигателя [FF.2][фунт/ч][0]
Нет обжатия шасси [AIR]
Разбег #1 [Празб.1]
Разбег #2 [Празб.2]
Признак полета #1 [Пполет1]
Обороты N2 прав.двигателя более 20% [N1.2>20]
Левый двигатель запущен, запускается [Праб.л]
Правый двигатель запущен, запускается [Праб.п]
Выруливание [Пвырул]
Руление на старт [Пстарт]
Отрыв от ВПП [Потрыв]
Взлет [Пвзлет]
Выруливание [S003]
Пробег [S011]
Выключение левого двигателя на земле [S012]
Выключение правого двигателя на земле [S013]

T         	День	Месяц	      Масса	   Vпр	Vпут.1	   FF.1	   FF.2	AIR	Празб.1	Празб.2	Пполет1	N1.2>20	Праб.л	Праб.п	Пвырул	Пстарт	Потрыв	Пвзлет	S003	S011	S012	S013
69168.4531	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69168.4531	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69169     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69170     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69171     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69172     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69173     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69174     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69175     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69176     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69177     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69178     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69179     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69180     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69181     	20.0	  1.0	349436.4375	  0.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69182     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69183     	20.0	  1.0	349436.4375	192.00	  2.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69184     	20.0	  1.0	349436.4375	  0.00	  1.86	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69185     	20.0	  1.0	349436.4375	  0.00	  1.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69186     	20.0	  1.0	349436.4375	192.00	  1.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69187     	20.0	  1.0	349436.4375	192.00	  0.86	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69188     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69189     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69190     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69191     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69192     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69193     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69242     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69243     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69244     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69245     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69246     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69247     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69248     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69249     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69250     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69251     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69252     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69253     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69254     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69255     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69256     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69257     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69258     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69259     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69260     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69261     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69262     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69263     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69264     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69265     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69266     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69267     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69268     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69269     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69270     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69271     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69272     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69273     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69274     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69275     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69276     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69277     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69278     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69279     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69280     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69877     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69878     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69879     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69880     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69881     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69882     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     0	     0	     0	     0	     0	   0	   0	   0	   0
69883     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69884     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69885     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69886     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69887     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69888     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69889     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69890     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69891     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69892     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69893     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69894     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69895     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69896     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69897     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69898     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69899     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69900     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69901     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69902     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69903     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69904     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69905     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69906     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	    0.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69907     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	   14.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69908     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	   75.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69909     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  186.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69910     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  299.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69911     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  395.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69912     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  477.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69913     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  526.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69914     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  558.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69915     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  590.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69916     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  622.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69917     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  654.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69918     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  686.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69919     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  704.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69920     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  718.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69921     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  736.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69922     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  750.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69923     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  768.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69924     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  768.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69925     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  782.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69926     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  800.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69927     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  800.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69928     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  814.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69929     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  832.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69930     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  846.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69931     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  878.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69932     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  896.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69933     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	  910.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69934     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  942.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69935     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	  989.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69936     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1067.5	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69937     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1149.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69938     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1213.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69939     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1277.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69940     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1341.0	  0	      0	      0	      0	      0	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69941     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1405.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69942     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1469.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69943     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1518.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69944     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1507.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69945     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1457.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69946     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1425.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69947     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1393.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69948     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1376.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69949     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1376.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69950     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1361.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69951     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69952     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69953     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69954     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69955     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69956     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69957     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69958     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69959     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69960     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1344.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69961     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1329.5	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69962     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69963     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69964     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69965     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69966     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69967     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69968     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69969     	20.0	  1.0	349436.4375	  0.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
69970     	20.0	  1.0	349436.4375	192.00	  0.00	    0.0	 1312.0	  0	      0	      0	      0	      1	     0	     1	     0	     0	     0	     0	   0	   0	   0	   0
